Šifra artikla,Jedinica mjere ,Naziv artikla,Stanje zaliha,Knjigovodstveno stanje
97914,kom,TORBA BARBI LADY MB-83262 MB-83262,"0,000","0,000"
97916,kom,TORBA ZA MOBILNI BLUE MB 83241 MB 83241,"0,000","0,000"
97948,kom,F29(05)002 F29(05)002,"3,000","3,000"
97953,kom,TONER HP CE285A CE285A,"0,000","0,000"
97994,kom,MOJA PRVA KNJIŽICA 1-6 14573,"1,000","1,000"
98009,kom,KESA ZA BLOK BR.5,"17,000","17,000"
98013,kom,OTO PLOČA 01202 02967,"10,000","10,000"
98032,kom,FOTOKOPIR PAPIR A3 KOMAD,"658,000","658,000"
98039,kom,NOKI-LEPAK U STIKU 10GR 3410,"0,000","0,000"
98061,kom,CD-R  70U PVC OMOTU,"0,000","0,000"
98062,kom,DVD-R 4.7GB U PVC OMOTU,"14,000","14,000"
98067,kom,"TA-SAT ZIDNI POPART PLAVI,CRNI 11351/11320","2,000","2,000"
98078,kom,TA-SAT ZIDNI  ETERNITY SREBRNI 3362,"0,000","0,000"
98081,kom,TA-ŠALTER.OL.H. SA POST.SIVA 9898,"0,000","0,000"
98101,kom,AERO-SELOTEJP 15X66 MAT 72447,"22,000","22,000"
98183,kom,SLIKOVNICA ROARY,"2,000","2,000"
98211,kom,TA-DIGITALNI TOPLOMJER SV.PLV 32.043.22,"13,000","13,000"
98217,kom,TA-PRIVJESAK MET.GIRO SJAJ 33.031.88,"16,000","16,000"
98263,kom,FASCIKLA SA MEHANIZMOM CRNA (1/25) 145 400 4 902,"5,000","5,000"
98272,kom,NG-MARAMA SVILA CRVENA 50X50 BA-DXX1C203000,"1,000","1,000"
98309,kom,NALIV PERO IM CT PARKER CRNO 1931644,"0,000","0,000"
98318,kom,PAR-NALIV PERO JOTTER CRNA (NEW) S0162100,"0,000","0,000"
98322,kom,PAR-MASTILO BLUE/BLACK (57ML BLISTER) S0881370,"0,000","0,000"
98334,kom,DYMO-TR.12MM CRVENO/BELA S0720550,"2,000","2,000"
98344,kom,WIN-TEH.OL.WZ153 CRVENA 0.5 153-CRVENA,"0,000","0,000"
98346,kom,WIN-TEH.OL.WZ153 ŽUTA 0.5 153-ŽUTA,"23,000","23,000"
98353,kom,KOVERTA SOFTMAIL 150X210,"57,000","57,000"
98354,kom,KOVERTA SOFTMAIL 180X260,"56,000","56,000"
98355,kom,NOKI-INDEX/5 59205 59205,"31,000","31,000"
98363,kom,O.DEPOT-GRAF.MINE 0.5HB 1650427,"111,000","111,000"
98377,kom,"ETIKETE SAMOLEPLJIVE 64,6x33,8","2,000","2,000"
98399,kom,TORBICA NA RAME,"1,000","1,000"
98472,kom,CP-GORIONIK 427500 7532,"3,000","3,000"
98550,kom,"O.DEPOT-FINELINER 0,3 CRNI 1614102","44,000","44,000"
98551,kom,O.DEPOT-SIGNIR ŽUTI 1629430,"0,000","0,000"
98552,kom,O.DEPOT-SIGNIR ZELENI 1629869,"0,000","0,000"
98563,kom,O.DEPOT-MAGNETI/3 979282,"17,000","17,000"
98565,kom,O.DEPOT-MARAMICE ZA RAČUNAR 1598711,"0,000","0,000"
98570,kom,O.DEPOT-SREDSTVO ZA ČIŠĆENJE 1513644,"11,000","11,000"
98603,kom,NOKI-OMOTAČ ROLNA PROVIDNI (SAMOLJ.) 5310CRS,"51,000","51,000"
98604,kom,NOKI-OMOTAČ ROLNA U BOJI (SAMOLJ.) 5310R,"19,000","19,000"
98624,kom,SG-VREĆICA 1-2 23640,"57,000","57,000"
98625,kom,SG-VREĆICA 1-3 23657,"9,000","9,000"
98626,kom,SG-VREĆICA 1-1 23633,"2,000","2,000"
98634,kom,SG-VREĆICA TDE2 46458,"0,000","0,000"
98635,kom,SG-VREĆICA 31.5X24.5X12.5 45802,"1,000","0,000"
98638,kom,SG-VREĆICA HDDYDZ 53586,"0,000","0,000"
98655,kom,SG-RAM ZA SLIKE KF-D019E6 53241,"0,000","0,000"
98688,kom,SG-VREĆICA 45826,"11,000","11,000"
98699,kom,SG-IGRAČKA DRVENA X-DOMINE 61796,"2,000","2,000"
98726,kom,SG-KUTIJA UKRASNA T422 VELIKA 61505,"2,000","2,000"
98727,kom,SG-KUTIJA UKRASNA T422 SREDNJA,"1,000","1,000"
98728,kom,SG-KUTIJA UKRASNA T422 MALA,"0,000","0,000"
98810,kom,STALAK ZA NOVINE MREŽA SIVI 75658,"2,000","2,000"
98841,kom,GRAF.OL.HB SA GUMICOM CENTRUM 82931,"22,000","22,000"
98844,kom,PATRONE 6/1 PLAVE 996121,"79,000","79,000"
98861,kom,G-SVJEĆICE BARBIE SORT.,"22,000","22,000"
98919,kom,G-BANER INCREDIBLES 8159,"1,000","1,000"
98926,kom,ŠTRUMFOVI MOZGALICE 1-4,"1,000","1,000"
99003,kom,TORBA ZA ODIJELO JUMP CRNA 42.19.18.01,"0,000","0,000"
99008,kom,AERO-SELOTEJP 15X10 CRVENI (22-1510) 79613,"73,000","73,000"
99010,kom,AERO-SELOTEJP 15X10 ZELENI (22-1510) 79616,"7,000","7,000"
99011,kom,AERO-SELOTEJP 15X10 PLAVI 79617,"72,000","72,000"
99052,kom,FINELINER PLAVI 0.3 NICEDAY 1614339,"3,000","3,000"
99078,kom,GT-SVESKA A4 100L TP SK,"4,000","4,000"
99081,kom,GT-SVESKA A4 100L TP BLANKO 000011542,"27,000","27,000"
99092,kom,U-MARKER ZA CD GRAPHIC CRVENI 41211/03,"37,000","37,000"
99110,kom,U22(00)002 U22(00)002,"0,000","0,000"
99119,kom,"T-PUZLE 80 DIJELOVA CZ,PART.","0,000","0,000"
99123,kom,TA-OMOTAČ A5 10/1 SAMOLJ. (ZA SVESKE),"65,000","65,000"
99124,kom,TA-OMOTAČ B5 10/1 SAMOLJ. (ZA KNJIGE),"45,000","45,000"
99125,kom,TA-OMOTAČ ZA BUKVAR 10/1 SAMO.,"1,000","1,000"
99126,kom,TA-OMOTAČ A4 10/1 SAMOLJ.,"11,000","11,000"
99127,kom,U-PERATONICA 1 ZIP SA KAPULJ. (ARCADIA) 40240,"4,000","4,000"
99129,kom,T-SVESKA LATAJN MIX TARGET 46003,"86,000","86,000"
99158,kom,SG-VREĆICA 45819,"19,000","19,000"
99171,kom,GT-BOJA ZA LICE 6/1,"3,000","3,000"
99188,kom,MILIMETARSKI BLOK A3 OFS,"6,000","6,000"
99263,kom,SG-BALON 6J 61673,"7,000","7,000"
99305,kom,F71(03)801 F71(03)801,"0,000","0,000"
99311,kom,T-ROĐENDANSKA SVIJEĆA KLOVN,"3,000","3,000"
99322,kom,BATERIJA PANASONIC AA LR6 4/1,"12,000","12,000"
99340,kom,ROKOVNIK B5 HELSINKI CRNI 60.037.10,"0,000","0,000"
99383,kom,SG-LANYARD 56938,"53,000","53,000"
99400,kom,SG-CVIJEĆE SOLARNO 54729,"1,000","0,000"
99436,kom,O.DEPOT-MAGNETI ZA TABLE CRNI (0.9X3X3000) 980619,"21,000","21,000"
99444,kom,STOLICA KANC.BEN NEVIS TO-GO (CRNA O.DEPOT) 1569425,"1,000","1,000"
99445,kom,O.DEPOT-SIGNIR PINK 1629466,"0,000","0,000"
99450,kom,SPIRALA 12MM /100 3382329,"0,000","0,000"
99540,kom,TOM I JERY-LUDA ZABAVA 1-8,"5,000","5,000"
99545,kom,ANĐELINA BALERINA MOZGALICA,"2,000","2,000"
99555,kom,HEM.OL.IM CRNA CT PARKER 1931665,"1,000","1,000"
99565,kom,W-CAREN FP RED ST S0839590,"1,000","1,000"
99566,kom,W-CAREN BP RED ST S0839620,"1,000","1,000"
99610,kom,KONVERTER DE LUX PARKER S0050300,"2,000","2,000"
99628,kom,T-NALIV PERO 9971,"6,000","6,000"
99704,kom,SG-VAZA 32857,"1,000","1,000"
99713,kom,SG-KUTIJA MIX,"0,000","0,000"
99714,kom,SG-KUTIJA MIX,"1,000","1,000"
99715,kom,SG-KUTIJA MIX,"0,000","0,000"
99716,kom,SG-KUTIJA MIX,"0,000","0,000"
99744,kom,ČAŠA ZA OLOVKE ORION MAS 1440,"1,000","1,000"
99754,kom,KNJIGA UDJELA 10L,"1,000","1,000"
99773,kom,T-TRUBA PARTY 1-6 PART.CZ,"11,000","11,000"
99774,kom,T-KAPA PARTY 1-6 PART.CZ,"21,000","21,000"
99775,kom,T-ČAŠA PARTY 1+6 PART.CZ,"15,000","15,000"
99776,kom,T-TANJIR PARTY 1-6 PART.CZ,"17,000","17,000"
99866,kom,KOVERTA SOFTMAIL 300X440,"1,000","1,000"
99867,kom,KOVERTA SOFTMAIL 220X260,"25,000","25,000"
99883,kom,SG-KUTIJA XX3103 VELIKA,"0,000","0,000"
99884,kom,SG-KUTIJA XX3103 SREDNJA,"0,000","0,000"
99885,kom,SG-KUTIJA XX3103 MALA,"0,000","0,000"
99962,kom,FOLDER FOLIJA PVC A4 LEITZ 47270003,"0,000","0,000"
99965,kom,O.DEPOT-SIGNIR PLAVI 1630146,"34,000","34,000"
99969,kom,POLICA ZA DOK.USPRAVNA MREŽA (CRNA O.DEPOT) 1523966,"0,000","0,000"
99970,kom,O.DEPOT-BUŠAČ 12L 5622705,"0,000","0,000"
99973,kom,O.DEPOT-HEFTALICA N10 10L 5622642,"1,000","1,000"
99977,kom,O.DEPOT-HEFTALICA 23/8-15 110L 5622498,"0,000","0,000"
99978,kom,O.DEPOT-HEFTALICA 23/8 210L 5622489,"0,000","0,000"
99979,kom,O.DEPOT-RASHEFTIVAČ 5622480,"0,000","0,000"
99980,kom,O.DEPOT-MARKER PERM.CRNI KOSI 1635521,"67,000","67,000"
99981,kom,O.DEPOT-MARKER PERM.PLAVI KOSI 1635650,"86,000","86,000"
99983,kom,O.DEPOT-MARKER 1/4 1635901,"10,000","10,000"
99984,kom,O.DEPOT-MARKER ZA BELE TABLE 1638024,"18,000","18,000"
101810,kom,ROBIJAŠKA ZONA 86-7473-084-1,"4,000","4,000"
102102,kom,NOVE PESME,"1,000","1,000"
102291,kom,APOKRIFI O FURTULI,"1,000","1,000"
103365,kom,ISTORIJA JEDNOG NEMCA 86-7473-174-0,"1,000","1,000"
104344,kom,STANDARDNI REČNIK LATINSKO-SRP 86-7473-225-9,"1,000","1,000"
104396,kom,ARIJADNINO KLUPKO 86-7473-,"1,000","1,000"
104400,kom,RUSKINJE 86-7473-,"1,000","1,000"
104409,kom,KORAK OD MILION KILOMETARA (Zdravko Matanov) 86-7473-252-6,"2,000","2,000"
104530,kom,POKRENI KOMPJUTER 86-7473-276-2,"1,000","1,000"
104869,kom,TELO ČOVEKA TP,"1,000","1,000"
104874,kom,NEVEROVATNE RIBE 86-7473-294-1,"1,000","1,000"
104878,kom,KEMBRIDŽ-ILUSTROVANA ISTORIJA (RELIGIJE) 86-7473-281-X,"1,000","1,000"
104907,kom,EMPAJER FOLS 86-7473-305-0,"2,000","2,000"
104926,kom,BOJE,"1,000","1,000"
105039,kom,ELEMENTI STILA 86-7473-319-6,"1,000","1,000"
105045,kom,KEMBRIDŽ-ANTIČKA GRČKA (ILUSTROVANA ISTORIJA) 86-7473-321-9,"3,000","3,000"
105069,kom,POTRAGA ZA NAJVEĆIM MEDVEDOM 86-7473-308-5,"1,000","1,000"
105075,kom,AMERIČKI MOMCI 86-7473-325-7,"1,000","1,000"
105083,kom,ANĐELINA DŽOLI,"3,000","3,000"
105122,kom,MUZIKA IZMEĐU IDEOLOGIJE I (RELIGIJE),"0,000","0,000"
105123,kom,KRIMINALISTIKA,"2,000","2,000"
105129,kom,U VRTLOGU NACIONALIZMA,"2,000","2,000"
105131,kom,KARAKTERISTIČNI POREMEĆAJ,"2,000","2,000"
105134,kom,AKO SAM TAKO PAMETNA ZAŠTO SE (ZALJUBLJUJEM KAO KRETEN),"1,000","1,000"
105136,kom,BOŽE OPROSTI,"1,000","1,000"
105139,kom,DANTEOV KLUB,"2,000","2,000"
105156,kom,LJUBAVNE LAŽI,"1,000","1,000"
105180,kom,TAJNI JEZIK SREĆE,"1,000","1,000"
105314,kom,STIŠANI GLASOVI,"1,000","1,000"
105315,kom,ZAVOĐENJE,"1,000","1,000"
105318,kom,VELIKI ZLI VUK,"1,000","1,000"
105321,kom,1001 NOĆ BEZ SEXA,"3,000","3,000"
200982,kom,KESA ZA BLOK BR.4,"60,000","60,000"
206454,kom,PERNICA PRAZNA TARGET,"0,000","0,000"
207584,kom,TERMO ADING ROLNA 57mmx50m,"169,000","169,000"
207590,kom,ŠOLJA KERAMIČKA SV.ZELENA (FRATELLO) 44.069.51,"1,000","1,000"
208172,kom,REČNIK 3 KOLONE,"152,000","152,000"
208498,kom,KUTIJA 25*25 (UKRASNA),"5,000","5,000"
208638,kom,ZIDNI SAT (RC030NL.TW) RC0302NL.TW,"0,000","0,000"
209283,kom,MAMA JA TE VOLIM-EVRO-GIUNITI,"1,000","1,000"
209289,kom,BOJANKE-AVANTURE MIŠA MICE-KOM 05175,"2,000","2,000"
209770,kom,MUŠKARAC ZA UDAJU 003215,"3,000","3,000"
209928,kom,KAIŠ KOŽNI MUŠKI,"0,000","0,000"
210995,kom,USB 8GB,"0,000","0,000"
211031,kom,USB 8GB,"0,000","0,000"
211039,kom,USB 32GB KINGSTON,"0,000","0,000"
212550,kom,FASCIKLA SA GUMOM 5CM PODGORINA,"0,000","0,000"
212702,kom,MEMORIJSKA KARTICA 4GB 1600 (MHz KINGSTON),"1,000","1,000"
213195,kom,GRAFITNA OLOVKA FC/BUBAMARA 16730,"13,000","13,000"
213205,kom,POZ-HEMIJSKA OL.2064-0043 910312,"1,000","1,000"
213286,kom,PLASTIČNE MAKAZICE SA ZAOBLJEN (RUBOVIMA),"2,000","2,000"
213876,kom,GUMICA TRIANGULAR PASIO,"18,000","18,000"
213881,kom,"TIX 75X75 ŽUTI,PLAVI....","1,000","1,000"
214031,kom,MARKER ZA BELU TABLU PLAVI EP12PLAVI,"0,000","0,000"
214560,kom,SUNĐER ZA BELU TABLU,"14,000","14,000"
214561,kom,WIN-HEM.OL.2011 ORANGE 10.033.60,"82,000","82,000"
215882,kom,PZM-KUTIJA ZA PAPIR 3045,"0,000","0,000"
215909,kom,PZM-ROKOVNIK A-5 3002,"0,000","0,000"
215916,kom,PZM-ROKOVNIK A-6 3005,"0,000","0,000"
216011,kom,JASTUCI ZA PUTOVANJE (DELSEY TRAVEL SIVA) 003940262 11,"0,000","0,000"
300252,kom,DRVENE BOJE 1/12 FC 5205,"3,000","3,000"
300701,kom,FASCIKLA SA GUMOM-lakirana pl.,"0,000","0,000"
300716,kom,GUMICA SA PVC OMOTOM,"8,000","8,000"
301144,kom,PAPIR ZA FLIP CH.TABLU 12L A1,"1,000","1,000"
301601,kom,START ALAT III PULSE,"2,000","2,000"
306812,kom,ČUDESNA KNJIGA-STIKERI 1-6 10391,"10,000","10,000"
307399,kom,"FOLIJA ""U"" A4 SJAJNA VICTORIA (ČVRSTA/DEBLJA) 001099","331,000","331,000"
308927,kom,BRANDO RAZGOVORI,"1,000","1,000"
308928,kom,KAD VENČANJE PROĐE,"1,000","1,000"
308989,kom,ZABAVI SE I NAUČI 09692,"1,000","1,000"
309416,kom,DETERDŽENT ZA SUDOVE 0.5 MER,"0,000","0,000"
400077,kom,KUTIJA SREBRNA,"31,000","31,000"
400125,kom,BIOSKOP U KUTIJI ŠIBICA,"1,000","1,000"
400146,kom,MITOVI I LEGENDE IZ CELOG SVET,"2,000","2,000"
400240,kom,PTICE,"0,000","0,000"
401689,kom,TORBICE SREDNJE,"0,000","0,000"
401826,kom,GRADOVI (HALPRIN) ID 187843591,"2,000","2,000"
401870,kom,NOVA ANTOLOGIJA KUĆA (RADOVIĆ),"1,000","1,000"
401891,kom,"NORME 4 - VODOVOD, KANAL.,CEN. ID 124136204","1,000","1,000"
401894,kom,NORME 5-ELEKTROINSTALACIJE ID 187839495,"2,000","2,000"
402249,kom,SVESKA A5 SK 40L,"30,000","30,000"
402481,kom,LATINSKI REČNIK,"1,000","1,000"
403117,kom,UPOZNAVALICA,"2,000","2,000"
403143,kom,CRTALICA,"3,000","3,000"
403153,kom,ŠKOLA U PRIRODI,"2,000","2,000"
403172,kom,"NACIONALNI PARK SRBIJE (DRAGOLJUB LJUBIČIĆ,MIĆKO)","2,000","2,000"
403173,kom,OD IGRE DO POZORNICE (ZORA BAKŠAN-TANURDŽIĆ),"1,000","1,000"
403186,kom,PIJETAO I MAČAK - KC,"2,000","2,000"
403188,kom,PLAVI KIT (DIKLIĆ ARSEN),"1,000","1,000"
403189,kom,NIČIJA KUCA (ANĐELKOVIĆ),"1,000","1,000"
403193,kom,DEVOJČICA I MAČAK (MARINKOVIĆ),"2,000","2,000"
403198,kom,ZUNZURINA PALATA,"1,000","1,000"
403568,kom,ZABORAVLJENE PRIČE,"4,000","4,000"
403819,kom,DOŽIVLJAJI NIKOLETINE BURSAĆA (ĆOPIĆ BRANKO),"2,000","2,000"
403906,kom,"MATEMATIKA 5 ZA 5.RAZ. OŠ (PAVLIĆEVIĆ,POPOVIĆ)","8,000","8,000"
406255,kom,PAPIR A4 KOMAD,"738,000","738,000"
406266,kom,MILIMETARSKI PAPIR A3 -KOMAD,"50,000","50,000"
406270,kom,HEM.OLOVKA PALOMA 10.097.60,"31,000","31,000"
406292,kom,PAUS A4 1/1,"358,000","358,000"
406480,kom,DRVENE BOJICE,"221,000","221,000"
406736,kom,U CARSTVU BAJKI-SLIKOVNICE 93125,"2,000","2,000"
406820,kom,NAJLEPŠE BAJKE,"1,000","1,000"
407409,kom,SVE MOJE GLUPOSTI,"2,000","2,000"
407647,kom,ISTORIJA 9.RAZ.O.Š.,"2,000","2,000"
409361,kom,UČIM LATINICU III,"0,000","0,000"
409515,kom,RADNA SVESKA ZA TO VI,"2,000","2,000"
409524,kom,RADNA SVESKA IZ VJERONAUKE V,"7,000","7,000"
409543,kom,RADNA SVESKA IZ GEOGRAFIJE VII,"1,000","1,000"
409548,kom,ZBIRKA IZ HEMIJE VIII,"5,000","5,000"
409550,kom,RADNA SVESKA ZA TO VIII,"4,000","4,000"
409563,kom,ČITANKA ZA III RAZRED 13110,"13,000","13,000"
409565,kom,MATEMATIKA 3. RAZ.O.Š.,"1,000","1,000"
409570,kom,ČITANKA 4. RAZ.O.Š. 14110,"4,000","4,000"
409573,kom,MATEMATIKA 4 RAZ.O.Š. 14210,"4,000","4,000"
409576,kom,ČITANKA 5. RAZ.O.Š. 15110,"12,000","12,000"
409577,kom,SRPSKI JEZIK I JEZIČKA KULTURA (PETI RAZRED),"9,000","9,000"
409585,kom,ČITANKA 6. RAZ.O.Š.,"1,000","1,000"
409590,kom,ISTORIJA 6. RAZ.O.Š.,"1,000","1,000"
409591,kom,GEOGRAFIJA 6. RAZ.O.Š.,"1,000","1,000"
409592,kom,BIOLOGIJA 6. RAZ.O.Š.,"1,000","1,000"
409594,kom,TEHNIČKO OBRAZOVANJE 6. RAZ.O.,"3,000","3,000"
409597,kom,ČITANKA 7. RAZ.O.Š.,"2,000","2,000"
409600,kom,MATEMATIKA 7. RAZ.O.Š.,"5,000","5,000"
409602,kom,ISTORIJA 7. RAZ.O.Š.,"19,000","19,000"
409604,kom,BIOLOGIJA 7. RAZ.O.Š.,"16,000","16,000"
409605,kom,LIKOVNA KULTURA 5,"0,000","0,000"
409612,kom,ČITANKA 8. RAZ.O.Š.,"2,000","2,000"
409617,kom,ISTORIJA 8. RAZ.O.Š.,"3,000","3,000"
409619,kom,BIOLOGIJA 8. RAZ.O.Š.,"3,000","3,000"
409621,kom,FIZIKA 8. RAZ.O.Š.,"3,000","3,000"
409622,kom,TEHNIČKO OBRAZOVANJE 8. RAZ.O.,"2,000","2,000"
409623,kom,OSNOVI INFORMATIKE 8. RAZ.O.Š.,"4,000","4,000"
409627,kom,LIKOVNA KULTURA 4,"0,000","0,000"
409677,kom,HEMIJA 8. RAZ.O.Š.,"4,000","4,000"
409684,kom,ŠKOLSKI GEOGRAFSKI ATLAS 5-8 R,"19,000","19,000"
409938,kom,SRPSKI JEZIK 7. RAZ.O.Š.,"15,000","15,000"
410437,kom,HAMER A3-OBIČNI 200gr,"409,000","409,000"
420582,kom,LEDU ARHITEKTURA,"2,000","2,000"
420696,kom,BAJKE ZA POZORIŠNU IGRU (Zora Bokšan-Tanurdžić),"1,000","1,000"
420784,kom,NARODNE PRIPOVJETKE,"2,000","2,000"
420817,kom,IGRAMO SE SLOVIMA,"3,000","3,000"
421015,kom,PUT OKO SVETA ZA 80 DANA (Žil Vern),"2,000","2,000"
421741,kom,PRIČA O VALJUŠKU (Brana Cvetković),"5,000","5,000"
421994,kom,VILA,"2,000","2,000"
422363,kom,ZAMISLITE,"0,000","0,000"
422462,kom,TAJNI ŽIVOT HRANISLAVA DOBRIĆA (Čedomir Petrović),"2,000","2,000"
422861,kom,BOJE DRVENE 1/12,"2,000","2,000"
422934,kom,ŠUMSKA PRIČA (Simeon Marinković),"3,000","3,000"
423494,kom,LUDO ZALJUBLJENA,"2,000","2,000"
423587,kom,MALI PLAVI ZEC SLIKOVNICE 01238,"18,000","18,000"
423648,kom,SRPSKI JEZIK I JEZIČKA KULTURA (ČETVRTI RAZRED),"4,000","4,000"
423739,kom,ENGLESKO NJEMAČKI RIJEČNIK ZA (POČETNIKE) 40206,"2,000","2,000"
424014,kom,MAŠNA SJAJ 5cm 1/5,"1132,000","1132,000"
424407,kom,RODA RADOSTI,"3,000","3,000"
424431,kom,KNJIGE LAŽU,"3,000","3,000"
424434,kom,UDŽBENIK ZA ZALJUBLJIVANJE,"1,000","1,000"
424461,kom,RADNA SVESKA GEOGRAFIJA  9 18322,"2,000","2,000"
424484,kom,GRAMATIKA 3-RADNA SVESKA,"1,000","1,000"
424548,kom,NJEGOVO VELIČANSTVO KUĆNI LJUB (IMAC),"1,000","1,000"
424988,kom,"ČETIRI DETETA,TRI MAČKE,DVE KR (AVE,JEDNA VEŠTICA(MOŽDA))","1,000","1,000"
424991,kom,KAKO RAZGOVARATI SA DECOM O RA (ZVODU),"2,000","2,000"
424995,kom,ŠTA DA RADIŠ AKO TI SE RODITEL (JI RAZVEDU),"3,000","3,000"
424996,kom,VEŽBAJMO ZAJEDNO,"1,000","1,000"
424997,kom,VODIČ ZA ROĐENDANE,"4,000","4,000"
425329,kom,LOVAC NA ZMAJEVE (HALED HOSEINI),"1,000","1,000"
425332,kom,OMILJENE BAJKE-KOMADNO 05519,"0,000","0,000"
425336,kom,ZMAJEVI PRINCEZE I JUNACI,"1,000","1,000"
425343,kom,KUĆICA U ŠUMI,"1,000","1,000"
425691,kom,MOJ ATLAS LAROUSSE,"2,000","2,000"
485056,kom,VEŠTICA 2115,"2,000","2,000"
500080,kom,OMOT ZA ZDRAV.KNJIŽICU,"9,000","9,000"
550036,kom,RAZGLEDNICE BL,"27,000","27,000"
550093,kom,TOM I JERRY SA NALEP.-EVRO 19158,"1,000","1,000"
550094,kom,ŠTA RADE,"1,000","1,000"
550096,kom,SG-ČESTITKA 59878,"10,000","10,000"
550153,kom,T-RADOSNICA ALBUM UNA 40679,"1,000","1,000"
550165,kom,T-SLIKOVNICA BAJKE,"0,000","0,000"
550178,kom,OLOVKA SUHA TECHNO CRV/CRNA (OBOSTRANA TOZ) 708,"6,000","6,000"
550194,kom,TA-LENJIR MATEMATIČKI 30CM 03344,"18,000","18,000"
550196,kom,TA-ŽETONI ŠTAPIĆI PULSE 03375,"0,000","0,000"
550197,kom,TA-GEOGRAFSKA KARTA BIH 20142,"2,000","2,000"
550200,kom,TA-OMOTAČI SAM.SA TRAKOM,"32,000","32,000"
550203,kom,TA-ROLER V5 GRIP CRVENI,"14,000","14,000"
550204,kom,TA-ROLER V5 GRIP CRNI,"1,000","1,000"
550206,kom,TA-ROLER G3 - 0.38 PLAVI,"0,000","0,000"
550207,kom,TA-ROL.V BALL GRIP CRVENI V SY,"7,000","7,000"
550208,kom,TA-ROLER G1 0.5 PLAVI,"1,000","1,000"
550209,kom,TA-ROLER G1 0.5 CRVENI,"0,000","0,000"
550210,kom,TA-ROLER G1 0.7 CRNI,"12,000","12,000"
550211,kom,TA-ROLER G2 0.5 PLAVI,"8,000","8,000"
550212,kom,TA-ROLER G2 0.5 CRVENI,"19,000","19,000"
550213,kom,TA-ROLER G2 0.5 CRNI,"9,000","9,000"
550220,kom,TA-ROLER  FRIXION 0.5 PLAV,"30,000","30,000"
550221,kom,TA-ROLER FRIXION BALL 0.7 CRVE,"5,000","5,000"
550222,kom,TA-ROLER FRIXION BALL 0.7 CRNI,"37,000","37,000"
550223,kom,TA-ROLER FRIXION BALL 0.5 PLAV,"0,000","0,000"
550224,kom,TA-ROLER FRIXION BALL 0.5 CRVE,"5,000","5,000"
550225,kom,TA-ROLER FRIXION BALL 0.5 CRNI,"26,000","26,000"
550234,kom,TA-ROLER CHOOSE 0.7 SREBRNI,"2,000","2,000"
550235,kom,TA-ROLER CHOOSE 0.7 ZLATNI,"11,000","11,000"
550243,kom,TA-ROLER CHOOSE 0.7 NARAN.,"0,000","0,000"
550245,kom,TA-TEH.OL.H 185 PLAVA 0.5,"0,000","0,000"
550247,kom,TA-TEH.OL. PILOT THE SHAKER,"0,000","0,000"
550260,kom,TA-HEM.OL.SUPER GRIP PLAVA,"54,000","54,000"
550261,kom,TA-HEM.OL.SUPER GRIP CRVENA,"5,000","5,000"
550267,kom,TA-HEM.OL.B2P POINT 0.7 CRNA,"0,000","0,000"
550268,kom,TA-HEM.OL.B2P POINT 0.7 CRVENA,"1,000","1,000"
550269,kom,TA-MARKER TWIN ZA CD DVD CRNI,"17,000","17,000"
550270,kom,TA-MARKER TWIN ZA CD DVD CRVEN,"14,000","14,000"
550271,kom,TA-MARKER TWIN ZA CD DVD PLAVI,"16,000","16,000"
550272,kom,TA-MINE PILOT 0.5 BG,"0,000","0,000"
550279,kom,"T-TORBA ŠKOLSKA 23938,23888, (23944.23912)","1,000","1,000"
550287,kom,T-SVESKA A4 KARO DISNEY,"0,000","0,000"
550389,kom,TA-RANAC DREAM RASTA 00796,"1,000","1,000"
550404,kom,U-FLOM.3D POP 42145,"21,000","21,000"
550407,kom,ST-GRAF.OL.NEON ŽUTA,"1,000","1,000"
550410,kom,ST-GRAF.OL.NEON ZELENA,"18,000","18,000"
550411,kom,ST-GRAF.OL.NEON PLAVA,"5,000","5,000"
550412,kom,ST-GRAF.OL NEON GUMICA ŽUTA,"0,000","0,000"
550426,kom,ST-REZAČ STABILO EXAM GRADE,"102,000","102,000"
550429,kom,ST-ROLERBAL STABILO PiP ORANŽ/ (PLAVI),"1,000","1,000"
550432,kom,ST-ROLERBAL STABILO BLACK CRNI,"1,000","1,000"
550440,kom,T-ČAŠA ZA OLOVKE -STATOVA 13582,"16,000","16,000"
550452,kom,GN-DIGITALNI RAM PF 701,"0,000","0,000"
550483,kom,ST-ČESTITKA 6263 6263,"0,000","0,000"
550486,kom,ST-DIPLOMA ET 26 ET26,"3,000","3,000"
550487,kom,ST-LAJNER STABILO POINT,"143,000","143,000"
550489,kom,ST-GUMICA 1199 S1199,"13,000","13,000"
550490,kom,ST-HEM.OL.STABILO LINER MIX 05779,"76,000","76,000"
550491,kom,ST-SIGNIR,"64,000","64,000"
550492,kom,ST-HEM.OL.STABILO LEFTRIGHT,"12,000","12,000"
550508,kom,ŠT-GUMICA 526 BT30 462031,"3,000","3,000"
550510,kom,ŠT-GUMICA 526 508 PLAVO/BJELA 462043,"0,000","0,000"
550511,kom,ŠT-GUMICA 526 50 462064,"0,000","0,000"
550516,kom,ŠT-FLOMASTRERI 320 448465,"1,000","1,000"
550518,kom,ŠT-RAPIDOGRAF 308 453032,"110,000","110,000"
550556,kom,LEGO-LEGO LED PRIVJ.DARTH KE7 07411,"0,000","0,000"
550558,kom,TA-ROLER G1 07 PLAVI,"0,000","0,000"
