Šifra artikla,Jedinica mjere ,Naziv artikla,Stanje zaliha,Knjigovodstveno stanje
83369,kom,KALKULATOR CASIO HR-8TEC-W-E-E (H) HR-TEC-W-E-EH,"1,000","1,000"
83504,kom,AERO-TEMPERA LIMUN ŽUTA 42ml 76589,"20,000","20,000"
83539,kom,CS-AKRILNA TUBA ZA HEM.OL. 1530307,"1,000","1,000"
83540,kom,CS-ŠTIPALJKA ZA PORUKE 2215304 2215304,"22,000","22,000"
83541,kom,CS-ŠTIPALJKA ZA PORUKE 2215305 2215305,"12,000","12,000"
83542,kom,CS-ŠTIPALJKA ZA PORUKE 2215310 2215310,"50,000","50,000"
83557,kom,CS-KIŠOBRAN 4518944 4518944,"0,000","0,000"
83569,kom,CS-OGLEDALO 7501007 7501007,"7,000","7,000"
83652,kom,AERO-ADING ROLNA 1+0 57/60/12m,"0,000","0,000"
83653,kom,AERO-SELOTEJP 15X66 PROZ 80294,"0,000","0,000"
84184,kom,PAPER.MAR.EXPO GRIP CRNI ZAOB (VRH) P5811101,"36,000","36,000"
84589,kom,KOVERTA SAMOLEPLJIVA 30X40,"568,000","568,000"
84590,kom,KOVERTA SAMOLEPLJIVA 25X35.3,"691,000","691,000"
84676,kom,NOKI-INDEKS /10 COLOR 59125 59125,"1,000","1,000"
84733,kom,NOKI-MUN.ZA HEFTALICU 23/24 2324,"17,000","17,000"
84857,kom,E-PAP.A4 INKJET GLOSSY/20 127g 571150,"0,000","0,000"
84871,kom,FASCIKLA SA GUMOM STYLOS-CRV. (SJAJNA PLASTIFIKACIJA),"7,000","7,000"
84872,kom,FASCIKLA SA GUMOM STYLOS-ŽUTA (SJAJNA PLASTFIKACIJA),"73,000","73,000"
84944,kom,FASCIKLA SA GUMOM STYLOS-PLAVA (SJAJNA PLASTIFIKACIJA),"38,000","38,000"
85184,kom,KIŠOBRAN REKLAMNI,"1,000","1,000"
85204,kom,WIN-HEM.OL.2051B ŽUTA 2051B,"21,000","21,000"
85212,kom,WIN-HEM.OL.2060 TEGET 2060,"0,000","0,000"
85213,kom,WIN-HEM.OL.2060 CRVENA 2060,"199,000","199,000"
85214,kom,WIN-HEM.OL.2060 CRNA 2060,"126,000","126,000"
85240,kom,DYMO-AP.LABELWRITER DUO S0719440,"2,000","2,000"
85254,kom,FASCIKLA SA GUMOM STYLOS-NAR.,"0,000","0,000"
85257,kom,BUŠAČ AKATA 2 RUPE     402 MAS (kapac.25 lista bez graničnika) 402,"4,000","4,000"
85258,kom,BUŠAČ AKATA 2 RUPE     404 MAS (kapac.40 lista sa graničnikom) 404,"5,000","5,000"
85261,kom,PAPER.HEM.OL.SA SIGN.2in1 CRNA (CRNA HO 0.4mm+ŽUTI SIGNIR) S0742160,"16,000","16,000"
85262,kom,PAPER.HEM.OL.SA SIGN.2in1 PLAV (PLAVA HO 04mm+ŽUTI SIGNIR) S0742170,"19,000","19,000"
85271,kom,PAPER.RO.ROLLER FLOW EF ZELENI S0742400,"0,000","0,000"
85275,kom,PAPER.MAR.EXPO LOW ODOUR ZELE (ZAOBLJENI VRH 2mm) S0743910,"4,000","4,000"
85282,kom,O.DEPOT-ATAŠE MAPA BORDO (PODLOGA ZA PAPIR SA PREKLOPOM) 317522104,"1,000","1,000"
85283,kom,O.DEPOT-ATAŠE MAPA PLAVA (PODLOGA ZA PAPIR SA PREKLOPOM) 317522106,"0,000","0,000"
85473,kom,AERO-ADING ROLNA 28mmx30mx12mm 10397,"6,000","6,000"
85579,kom,O.DEPOT-REG.A4 PVC 80mm ZELENI (NICEDAY 206405503) 206405503,"0,000","0,000"
85596,kom,O.DEPOT-FASCIKLA KEPER NATUR 207404168,"5,000","5,000"
85624,kom,O.DEPOT-TIX 38X51 ŽUTI (NICEDAY) 212744108,"7,000","7,000"
85650,kom,"BUŠAČ AKATA PVC,kapacitet 15 (lista, Beifa MP8204T) MP8204T","5,000","5,000"
85652,kom,"BUŠAČ AKATA metalni, kapacitet (30 lista, Beifa T200818) T200818","4,000","4,000"
85691,kom,JASTUČE ZA PEČATE Beifa 111 (plastično plavo 5x5 cm) 111,"12,000","12,000"
85723,kom,"HEMIJSKA OLOVKA 1.0 višekratna (crna klipsa i grip,Beifa) KD137000WT-BK","72,000","72,000"
85748,kom,"DRŽAČ ZA CD/DVD metalni,Beifa (APL1033) APL1033","1,000","1,000"
85767,kom,HEMIJSKA OLOVKA  PLAVA JEDNOKRATNA,"0,000","0,000"
85768,kom,"HEMIJSKA OLOVKA višekratna (crvena, Beifa KC120001) KC120001","32,000","32,000"
85769,kom,"HEMIJSKA OLOVKA višekratna (crna, Beifa KC120001) KC120001","40,000","40,000"
85784,kom,"MARKER permanentni obli vrh (zeleni, Beifa PY230200BK) PY230200BK","72,000","72,000"
85800,kom,O.DEPOT-ULOŽAK ZA SKALPEL 9MM (NICEDAY) 451744117,"6,000","6,000"
85801,kom,O.DEPOT-ULOŽAK ZA SKALPEL 18MM (NICEDAY) 451744118,"50,000","50,000"
85832,kom,HEMIJSKA OL.CLICK 0.7 1102 CRN (NICEDAY) 1608038,"55,000","55,000"
85833,kom,HEMIJSKA OL.CLICK  1102 PLA (NICEDAY) 1608113,"0,000","0,000"
85834,kom,HEMIJSKA OL.CLICK 0.7 1102 CRV (NICEDAY) 1608248,"5,000","5,000"
85844,kom,KALKULATOR CASIO HR-150TEC HR-150TEC,"1,000","1,000"
85872,kom,O.DEPOT-MARKER PERM.2316 CRVEN ( KOSI VRH ),"108,000","108,000"
85873,kom,O.DEPOT-MARKER PERM.2316 ZELEN (KOSI VRH 1-5MM) 417744120,"182,000","182,000"
85879,kom,O.DEPOT-MARKER PERM.2316 CRVEN (OKRUGLI VRH 3MM) 1636412,"46,000","46,000"
85880,kom,O.DEPOT-MARKER PERM.2316 ZELEN (OKRUGLI VRH) 417744115,"76,000","76,000"
85881,kom,O.DEPOT-MARKER PERM.2316 1/4 (OKRUGLI VRH 3MM) 417744116,"7,000","7,000"
85889,kom,O.DEPOT-MAR.ZA BELU TABLU CRNI (2316 OKRUGLI VRH 3MM) 417744122,"6,000","6,000"
85893,kom,O.DEPOT-MAR.ZA BELU TABLU 1/4 (2316 OKRUGLI VRH 3MM) 1640275,"9,000","9,000"
85909,kom,O.DEPOT-TEH.OLOVKA 0.5 7102GUM (NICEDAY PLAVA SA GUMICOM) 406744103,"12,000","12,000"
85969,kom,KOVERTA ZA CD SA PROZOROM BELA,"1000,000","1000,000"
85971,kom,KOVERTA ZA CD BEZ PROZ.BELA,"870,000","870,000"
86004,kom,CARDSCAN PERSONAL V8 SILV. S0756280,"1,000","1,000"
86009,kom,O.DEPOT-ANTISTATIK SPREJ 500ML (NICEDAY-811610138) 811610138,"5,000","5,000"
86011,kom,O.DEPOT-SPREJ PENA ZA ČIŠĆENJE (PLASTIČNIH DELOVA 400ML NICEDA) 1508326,"6,000","6,000"
86013,kom,O.DEPOT-MARAMICE ZA RAČUNARE 1508547,"4,000","4,000"
86014,kom,O.DEPOT-MARAMICE ZA MONITORE (VLAŽNE/SUVE 20/1 NICEDAY) 1508561,"2,000","2,000"
86016,kom,O.DEPOT-SET ZA ČIŠĆENJE CD/DVD (ROM-A NICEDAY) 1509194,"2,000","2,000"
86076,kom,DYMO-NAL.ZA LW CD PREČNIK 55mm 14681/S0719250,"6,000","6,000"
86087,kom,DYMO-TR.19X7 CRNO/BELA POL D1 (45803) 45803/S0720830,"19,000","19,000"
86094,kom,DYMO-TR.ZA M1011 12X3.65 ALUMI (NIJUM SA ADHEZIVOM) 35800/S0720180,"4,000","4,000"
86097,kom,DYMO-TR.12X1.5 ŽUTA RPRO TERMO (SKUPLJAJUĆA) 18056/S0718310,"5,000","5,000"
86114,kom,"E-FOLIJA 11 RUPA ""U""+2 MESTA (ZA CD) 173480","0,000","0,000"
86129,kom,E-ORGANIZER A4 PVC SA GUMOM ZE (LENI) 45360055,"2,000","2,000"
86271,kom,PAPER.MAR.EXPO GRIP PLAVI KOSI (KOSI VRH) P5813101,"11,000","11,000"
86589,kom,T25(09)013,"0,000","0,000"
86596,kom,T27(03)013,"0,000","0,000"
86872,kom,ROT.TEH.OL.TIKKY NOVA 0.35 BUR (GUNDY-COLOUR CODE) S0770450,"65,000","65,000"
86874,kom,ROT.TEH.OL.TIKKY NOVA 0.7 BURG (UNDY-COLOUR CODE) S0770470,"1,000","1,000"
86876,kom,ROT.TEH.OL.TIKKY NOVA 0.35 CRN (COLOUR CODE) S0770490,"107,000","107,000"
86879,kom,ROT.TEH.OL.TIKKY NOVA 1.0 CRNA (COLOUR CODE) S0770520,"29,000","29,000"
86880,kom,ROT.TEH.OL.TIKKY NOVA 0.5 BELA S0770530,"32,000","32,000"
86881,kom,ROT.TEH.OL.TIKKY NOVA 0.5 CRNA  S0770550,"26,000","26,000"
86882,kom,ROT.TEH.OL.TIKKY NOVA 0.5 PLAV S0770560,"5,000","5,000"
86883,kom,ROT.TEH.OL.TIKKY NOVA 0.5 CRVENA S0770540,"23,000","23,000"
86884,kom,ROT.TEH.OL.TIKKY NOVA 0.5 ŽUTA S0770570,"42,000","42,000"
86885,kom,ROT.HEM.OL.TIKKY NOVA BELA S0770890,"23,000","23,000"
86886,kom,ROT.HEM.OL.TIKKY NOVA CRNA S0770910,"17,000","17,000"
86887,kom,ROT.HEM.OL.TIKKY NOVA PLAVA S0770920,"19,000","19,000"
86888,kom,ROT.HEM.OL.TIKKY NOVA CRVENA S0770900,"19,000","19,000"
86889,kom,ROT.HEM.OL.TIKKY NOVA ŽUTA S0770930,"10,000","10,000"
86908,kom,NOKI-KABINET MAPA S 2 MEH.F105 F105,"4,000","4,000"
86909,kom,"PAPER.SIGNIR ACCENT MINI asort (žuta, pink, narandžasta, zelen) S0741600","1,000","1,000"
87144,kom,SET ZA ŠKOLU 0.4 MCC7011-2,"9,000","9,000"
87193,kom,"PAPER.H.OL.FLEXGRIP ULTRA CRNA (SA POKLOPCEM, 1.0mm) P2451104","37,000","37,000"
87268,kom,SVESKA STYLOS A4 SP.DIKTO 50,"26,000","26,000"
87327,kom,U98(11)024,"0,000","0,000"
87987,kom,HRONIKA NAJAVLJENE SMRTI,"1,000","1,000"
88681,kom,T-RANAC PLAY 69-865,"1,000","1,000"
88810,kom,WIN-HEM.OL.2076 TEGET WZ-2076,"26,000","26,000"
89084,kom,U-TEMPERA 1/5 21ml KO 130 KO 130,"35,000","35,000"
89494,kom,OBEĆAJTE DA SE NEĆETE LJUTITI,"2,000","2,000"
89685,kom,"FUT.ZA FOTO AP.SAMS DF8 CRNA (RAVENNA unutr.dim 6x2x7,5) 28577","11,000","11,000"
89686,kom,"FUT.ZA FOTO AP.SAMS DF9 CRNA (RAVENNA unutr.dim 5,5x2x8,7) 28579","12,000","12,000"
89687,kom,"FUT.ZA FOTO AP.SAMS DF10 CRNA (RAVENNA unutr.dim 4,7x1,8x9) 28581","3,000","3,000"
89705,kom,"FUT.ZA MOB.TEL.SAMS XS (CAMBRIDGE unutr.dim8,9x2,5x5) 37388","0,000","0,000"
89706,kom,FUT.ZA MOB.TEL SAMS bež (Silver Glossy) 75570,"7,000","7,000"
89707,kom,FUT.ZA MOB.TEL SAMS plava (Silver Glossy) 75571,"11,000","11,000"
89709,kom,FUT.ZA MOB.TEL SAMS tamno siva (METALLIC unutr.dim 9x2x5) 75610,"3,000","3,000"
89774,kom,ROT.BLIST.TIKKY NOVA TO+MINE (CRNA 0.5mm) 1904815,"5,000","5,000"
89777,kom,NG-KAIŠ ŽENSKI KOŽA CRNI AH.DXN0B601000,"7,000","7,000"
89778,kom,ROT.BLIST.TIKKY NOVA TO+MINE+ (GUMICA TIKKY 30) S0770590,"6,000","6,000"
89779,kom,NG-KAIŠ KOŽA CRNI AH.UXN AH.UXN0A801000,"1,000","1,000"
90112,kom,DIGITRON CANON CC-90,"1,000","1,000"
90134,kom,ROT.KUTIJA BR. 5,"12,000","12,000"
90204,kom,FINANSIJSKA KARTICA,"10,000","10,000"
90211,kom,AUTOPUNJAC ZA MOBITEL,"0,000","0,000"
90271,kom,TUŠ U BOJI,"19,000","19,000"
90514,kom,KNJIGA DATIH IZJAVA,"3,000","3,000"
90536,kom,PRIZNANICA A6 NCR,"130,000","130,000"
90930,kom,KALENDAR ZIDNI IKONA 1/12,"0,000","0,000"
90938,kom,DJELOVODNIK 240 LISTA,"0,000","0,000"
90946,kom,VJERONAUKA ZA III RAZ.O.Š.,"2,000","2,000"
90947,kom,VJERONAUKA ZA V RAZ.O.Š.,"16,000","16,000"
90955,kom,VJERONAUKA ZA IV RAZ.O.Š.,"8,000","8,000"
90956,kom,VJERONAUKA ZA VI RAZ.O.Š.,"5,000","5,000"
90957,kom,VJERONAUKA ZA VII RAZ.O.Š.,"9,000","9,000"
90958,kom,VJERONAUKA ZA VIII RAZ.O.Š.,"1,000","1,000"
90997,kom,TM-PJENA ZAŠTITNA ZA RUKE 200M (L) 22201801,"1,000","1,000"
91002,kom,TM-PJENA ZA ZAŠTITU RUKU 50ML 22200001,"8,000","8,000"
91011,kom,TM-SET ZA PUT 99960,"0,000","0,000"
91133,kom,KOVERTA B6 PLAVA SAMOLEPLJIVA,"1363,000","1363,000"
91260,kom,KNJIGA PROMETA,"5,000","5,000"
91583,kom,TRODAT PEČAT OLOVKA,"4,000","4,000"
91604,kom,ATLAS NIJEMIH KARATA 9 RAZ.,"5,000","5,000"
92476,kom,T-ČOVJEČE NE LJUTI SE 001-0521,"0,000","0,000"
92484,kom,VK-HARTIJA KOMADNO,"52,000","52,000"
92495,kom,ST-MARKER,"151,000","151,000"
92506,kom,AF-FILM ZA TELEFAX KX-FA 55A KX-FA 55A,"2,000","2,000"
92511,kom,T-UKRASNA KESA MALA,"0,000","0,000"
92692,kom,T-OKVIR ZA SLIKE SWF 62 43901 001-0887,"2,000","2,000"
92735,kom,T-FASCIKLA BIRO P,"21,000","21,000"
92754,kom,T-PERNICA SAZIO 001-4260,"35,000","35,000"
92803,kom,T-OKVIR ZA SLIKU SWF43802 001-0733,"2,000","2,000"
92805,kom,T-OKVIR ZA SLIKU 3SET43680,"4,000","4,000"
92807,kom,T-FASCIKLA  001-5787,"2,000","2,000"
92816,kom,HERBAR,"19,000","19,000"
92924,kom,T-SET ZA ŠKOLU GLS298 GLS298,"6,000","6,000"
92932,kom,T-GUMICA ZENOA,"4,000","4,000"
92940,kom,T-ZAREZAČ PLASTIČNI VIVO 001-2319,"10,000","10,000"
92975,kom,OTPREMNICA A4 NCR,"20,000","20,000"
92976,kom,NARUDŽBENICA A4,"5,000","5,000"
92977,kom,OBRAZAC ZA UP.JAVNIH PRIH./100,"32,000","32,000"
92978,kom,PARAGON BLOK A6 NCR 120806,"72,000","72,000"
92979,kom,ULAZ ROBE A5 NCR,"31,000","31,000"
92980,kom,RAČUN A4 NCR,"13,000","13,000"
92981,kom,SPP 10 OPŠTA UPLATNICA,"101,000","101,000"
92982,kom,SPP 41/3 POSEB.NALOG,"51,000","51,000"
92984,kom,KUF,"2,000","2,000"
92985,kom,GRAĐEVINSKI DNEVNIK,"0,000","0,000"
93008,kom,DT-PIKULE 25+1 80204,"6,000","6,000"
93014,kom,PAUS A3 KOMADNO,"39,000","39,000"
93018,kom,T-REDIS PERO 001-0586,"42,000","42,000"
93076,kom,DJELOVODNIK 200L,"0,000","0,000"
93077,kom,INTERNA DOSTAVNA KNJIGA,"0,000","0,000"
93081,kom,T-BOJANKA BO-1,"18,000","18,000"
93084,kom,OBRAZAC 1450,"3,000","3,000"
93085,kom,IZJAVA O KOMPENZACIJI,"0,000","0,000"
93086,kom,SPP 40,"29,000","29,000"
93087,kom,PUTNI NALOG SA UMETKOM,"2106,000","2106,000"
93088,kom,RAČUN A5,"15,000","15,000"
93091,kom,OTPREMNICA A5 NCR,"70,000","70,000"
93161,kom,ETIKETE U KOLUTU 22X12 U BOJI 40372,"10,000","10,000"
93162,kom,ETIKETE U KOLUTU 26 X16 FLUO ČETVRTASTE 40074,"0,000","0,000"
93163,kom,KNJIGA ŠANKA A4 OFS.,"20,000","20,000"
93169,kom,OTKUPNI BLOK A5 NCR,"0,000","0,000"
93184,kom,NALOG ISPLATE A5 NCR,"66,000","66,000"
93185,kom,NALOG NAPLATE A5 NCR,"58,000","58,000"
93240,kom,KALKULACIJA NA VELIKO A4 NCR,"0,000","0,000"
93241,kom,DNEVNIK BLAGAJNE A4 NCR,"61,000","61,000"
93242,kom,POPIS ROBE A4 NCR,"15,000","15,000"
93243,kom,PUTNI NALOG ZA TER. I KOMB.A4,"26,000","26,000"
93244,kom,RADNI LIST IZ MATEM.5 RAZRED,"6,000","6,000"
93245,kom,POZNAVANJE PRIRODE 5 RAZRED,"6,000","6,000"
93246,kom,POZNAVANJE DRUŠTVA 5 RAZRED,"10,000","10,000"
93248,kom,OSNOVI INFORMATIKE 9 RAZRED,"5,000","5,000"
93249,kom,MATEMATIKA 9 RAZRED,"3,000","3,000"
93250,kom,ZBIRKA IZ MATEMATIKE 9 RAZRED,"8,000","8,000"
93251,kom,BIOLOGIJA 9 RAZRED,"1,000","1,000"
93252,kom,FIZIKA 9 RAZRED,"3,000","3,000"
93253,kom,ZBIRKA IZ FIZIKE 9 RAZRED,"7,000","7,000"
93254,kom,HEMIJA 9 RAZRED,"6,000","6,000"
93255,kom,TEHNIČKO OBRAZOVANJE 9 RAZRED,"5,000","5,000"
93256,kom,RADNA SVESKA ZA TO 9 RAZRED,"1,000","1,000"
93258,kom,GOVORIM I PIŠEM 4 RAZRED,"3,000","3,000"
93259,kom,MUZIČKA KULTURA 4-5,"3,000","3,000"
93260,kom,MUZIČKA KULTURA 6-7,"1,000","1,000"
93261,kom,MUZIČKA KULTURA 8-9,"1,000","1,000"
93262,kom,LIKOVNA KULTURA 9,"5,000","5,000"
93266,kom,GEOGRAFIJA 9 RAZRED,"5,000","5,000"
93267,kom,ZBIRKA IZ HEMIJE 9 RAZRED,"8,000","8,000"
93268,kom,LIKOVNA KULTURA 6,"4,000","4,000"
93289,kom,PALETA ZA MJEŠANJE BOJA 281 281,"41,000","41,000"
93303,kom,T-REZAČ ZA MINE ŠESTAR,"79,000","79,000"
93317,kom,PRIRODA I DRUSTVO IV,"4,000","4,000"
93319,kom,RADNA SVESKA ZA PD V,"5,000","5,000"
93406,kom,VJERONAUKA ZA IX RAZ.O.S.,"2,000","2,000"
93421,kom,TEHNIČKO OBRAZOV. 7 RAZRED,"18,000","18,000"
93424,kom,LIKOVNA KULTURA 3 RAZRED,"0,000","0,000"
93496,kom,ATLAS NIJEMIH KARATA 7 RAZ.,"0,000","0,000"
93497,kom,ATLAS NIJEMIH KARATA 8 RAZ.,"6,000","6,000"
93503,kom,SKRAĆENI PROTOKOL,"12,000","12,000"
93564,kom,PUTNI NALOG ZA PUTNIČKO MV,"27,000","27,000"
93565,kom,ATLAS NIJEMIH KARATA 4-5,"4,000","4,000"
93567,kom,DNEVNI PAZAR A5 NCR,"38,000","38,000"
93629,kom,KNJIGA TRGOVINE NA MALO,"9,000","9,000"
93630,kom,ŠIHTARICA,"0,000","0,000"
93642,kom,KONOBARSKI BLOK A6 NCR,"95,000","95,000"
93837,kom,IZLAZ ROBE A5 NCR,"15,000","15,000"
93914,kom,ADING ROLNA 57MM/17,"70,000","70,000"
93916,kom,PAPIR ELLEERRE 220g B1,"108,000","108,000"
94074,kom,SPP 42,"38,000","38,000"
94111,kom,KIF,"7,000","7,000"
94136,kom,T-REZAC K-99,"153,000","153,000"
94139,kom,T-JAMB KOCKE 6/1,"1,000","1,000"
94172,kom,PERIODIČNI PREGLED VOZILA,"0,000","0,000"
94207,kom,PRIPRAVNIČKA KNJIŽICA,"76,000","76,000"
94307,kom,TEHNIČKA OL.JOY 0.5,"6,000","6,000"
94342,kom,T-ART PLOČA,"24,000","24,000"
94344,kom,T-GRAF.OL.104 HB CASA,"88,000","88,000"
94437,kom,T-FASCIKLA S GUMOM PLAST.,"0,000","0,000"
94441,kom,TREZORSKI OBRAZCU 1-5a,"2,000","2,000"
94577,kom,DJELOVODNIK B4 100L,"8,000","8,000"
94794,kom,FILM ZA KX-FA54L,"1,000","1,000"
94824,kom,GT-SVESKA A4 100L TP VK 000000978,"34,000","34,000"
94825,kom,GT-SVESKA A5 100L TP SK,"176,000","176,000"
94826,kom,GT-SVESKA A5 100L TP DIKTO,"55,000","55,000"
94828,kom,GT-SVESKA A4 100L TP DIKTO,"196,000","196,000"
94831,kom,GT-SVESKA A4 80L TP DIKTO EXC.,"9,000","9,000"
94832,kom,GT-SVESKA A4 MP DIKTO 52L,"0,000","0,000"
94833,kom,GT-SVESKA A4 MP ČISTA  52l,"13,000","13,000"
94840,kom,RAD.SVES.ZA GEOGR.6.RAZRED 52075621,"2,000","2,000"
94842,kom,BILJEŽ.UZ SRPSKI 7.RAZRED,"0,000","0,000"
94844,kom,ZBIRKA ZAD.IZ FIZIKE 7.RAZRED,"18,000","18,000"
94847,kom,ZBIRKA ZAD.IZ FIZIKE 8.RAZRED,"3,000","3,000"
94850,kom,SRPSKI JEZ.I KULT.IZRAŽ.9.RAZ,"1,000","1,000"
94929,kom,IZLAZ ROBE A4 NCR,"6,000","6,000"
94937,kom,RAD.SVES.ZA GEOGR.8.RAZRED,"3,000","3,000"
94949,kom,ALAT ZA OTO ZANAT III 6083,"1,000","1,000"
94953,kom,T-NALIV PERO K-02,"27,000","27,000"
95283,kom,T-ČESTITKE UNI-1,"133,000","133,000"
95292,kom,KASA BLOK,"61,000","61,000"
95561,kom,KORICA PVC GORNJA-CISTA (150 microna),"0,000","0,000"
95608,kom,KONVERTER PVC PARKER S0953290,"20,000","20,000"
95618,kom,PRIJAVA O NESREĆI NA POSLU,"90,000","90,000"
95620,kom,TA-KIST ZA TEMPERE F5773,"542,000","542,000"
95639,kom,TA-TUS U BOJI PUR-PUR 1/6 20GR (.) 29822,"2,000","2,000"
95751,kom,T-FOTO A.13X18 100 SL.EXCL. 001-0457,"1,000","1,000"
95752,kom,T-FOTO A.13X18 100 SL.ELEG. 001-0456,"0,000","0,000"
95768,kom,T-MAMIN KUVAR A5 001-0497,"6,000","6,000"
95803,kom,T-BLOK A6 DISNEY 001-0503,"17,000","17,000"
95838,kom,CMR MEDJUNARODNI TOVARNI LIST,"1,000","1,000"
95925,kom,PERSONALNI DOSIJE,"10,000","10,000"
95944,kom,OBRAZAC ZA UPLATU JAVNIH PRIH (1/150),"89,000","89,000"
96003,kom,AF-FILM ZA FAX KX-FA 55,"1,000","1,000"
96004,kom,KORICA DONJA A4 100/1,"2,000","2,000"
96039,kom,MATEMATIKA 8.RAZRED OŠ.,"6,000","6,000"
96054,kom,HT-BLOK 2,"18,000","18,000"
96055,kom,HT-BLOK 3,"1,000","1,000"
96132,kom,T-BLOK A7 DISNEY 78524,"0,000","0,000"
96146,kom,FOTOKOPIR PAPIR A3 FABR.DeLuxe,"0,000","0,000"
96252,kom,GT-SVESKA 200 LISTA,"1,000","1,000"
96287,kom,RAČUN A6 NCR 120803,"94,000","94,000"
96321,kom,KESA UKRASNA VELIKA,"2,000","2,000"
96322,kom,KESA UKRASNA SREDNJA,"0,000","0,000"
96324,kom,KESA UKRASNA MALA,"6,000","6,000"
96359,kom,INDIGO RUČNI  PVC,"0,000","0,000"
96366,kom,NALOG BLAGAJNI DA NAPLATI,"23,000","23,000"
96436,kom,INDIGO PAPIR,"0,000","0,000"
96438,kom,HT-BLOK 4,"27,000","27,000"
96439,kom,HT-BLOK 5,"80,000","80,000"
96467,kom,T-GRAF.OL.NORIS 120,"396,000","396,000"
96501,kom,T-SVESKA A5 HELLO KITTY SK 52L,"72,000","72,000"
96528,kom,TA-SPOMENAR DJEČIJI LOVE 32559,"25,000","25,000"
96636,kom,T-SVESKA A5 DIKTO 52L SORTO,"22,000","22,000"
96639,kom,AF-FILM ZA FAKS 91/52,"0,000","0,000"
96675,kom,VA-KNJIGA TRGOVINE NA VELIKO,"1,000","1,000"
96677,kom,RADNA SVESKA ZA P.P V RAZRED,"9,000","9,000"
96682,kom,T-ALAT ZA LINOREZ,"0,000","0,000"
96685,kom,T-ALAT ZA OTO I,"0,000","0,000"
96686,kom,T-ALAT ZA OTO II,"1,000","1,000"
96687,kom,T-ALAT ZA OTO III,"0,000","0,000"
96688,kom,T-RAM ZA OTO,"5,000","5,000"
96689,kom,T-NALJEPNICE ZA SVESKE,"4,000","4,000"
96691,kom,T-SLOVARICA,"0,000","0,000"
96694,kom,T-ŠTAPIĆI MATEMATIČKI,"11,000","11,000"
96695,kom,T-KRUŽIĆI MATEMATIČKI,"15,000","15,000"
96709,kom,T-NALJEPNICE 30/1 ZA SVESKE,"103,000","103,000"
96772,kom,DOSTAVNA KNJIGA ZA MJESTO,"0,000","0,000"
96810,kom,PRIVJESCI SORTO (PVC),"0,000","0,000"
96875,kom,U-HEM.OL.DEVILINE TYCON,"5,000","5,000"
96876,kom,LIKOVNA KULTURA 8,"7,000","7,000"
96903,kom,FILM ZA FAX KX-FA-87,"2,000","2,000"
96913,kom,"T-AZBUKA,ABECEDA,PER.SISTEM","115,000","115,000"
96924,kom,R-KESA VINSKA SREDNJA,"28,000","28,000"
97005,kom,FISKALNI RAČUN,"51,000","51,000"
97017,kom,HEFTALICA LIN-156-B METALNA 280057,"3,000","3,000"
97030,kom,INDIGO RUČNI,"121,000","121,000"
97044,kom,TERMO ADING ROLNA 60X60,"55,000","55,000"
97083,kom,T-HULA-HOP VEĆI,"1,000","1,000"
97148,kom,ADING ROLNA 28X12/17M FISK.,"4,000","4,000"
97163,kom,4H7(02)802 4H7(02)802,"0,000","0,000"
97200,kom,NOKI-ZAREZAČ PVC KANTICA 60205-5,"0,000","0,000"
97221,kom,PAPER.H.OL.048 BOYS PLAVA S0840070,"20,000","20,000"
97271,kom,TA-TABAKERA 20CIGTABY 3202288,"4,000","4,000"
97313,kom,AVANTURE U ZEMLJI IGR.NODY1/8,"1,000","1,000"
97348,kom,GOLD-VIZITAR METALNI SIVI 8766-32,"0,000","0,000"
97356,kom,HEMIJSKA OLOVKA PLAVA (WINNING 2060A) 2060A,"2,000","2,000"
97357,kom,HEMIJSKA OLOVKA CRNA (WINNING 2060A) 2060A,"7,000","7,000"
97358,kom,HEMIJSKA OLOVKA CRVENA (WINNING 2060A) 2060A,"0,000","0,000"
97400,kom,NEVEROVATNA ISTINA O MAJKAMA,"1,000","1,000"
97458,kom,ZOE,"2,000","2,000"
97517,kom,LUDILO,"2,000","2,000"
97534,kom,ALI.NOVČ.ŽENS. 386 P,"1,000","1,000"
97557,kom,KNJIGA DNEVNIH IZJVEŠTAJA A,"44,000","44,000"
97642,kom,BOJE I PINOKIO,"1,000","1,000"
97649,kom,INSTRUMENTI,"0,000","0,000"
97650,kom,U MORU LEO,"2,000","2,000"
97668,kom,SET UKRASNI BOLIS LUANDA KOMAD 355118,"1,000","1,000"
97669,kom,SET UKRASNI BOLIS MILANO KOMAD 838200,"9,000","9,000"
97715,kom,TONER EPSON FX   2190,"1,000","1,000"
97826,kom,T-REDIS SET RIO 7054,"31,000","31,000"
97868,kom,U-TEMPERA U BOCI 500ML CRNI KO027/24,"1,000","1,000"
97872,kom,U-FLOMASTERI 1/6 3D PEARL COL. (10.5ML) 42139,"24,000","24,000"
97887,kom,MATIČNA KNJIGA RADNIKA 1/80,"2,000","2,000"
97888,kom,MAKAZE MALE 703    MAS 703,"0,000","0,000"
97889,kom,ČIODE U BOJI BLIST.321 MAS 321,"4,000","4,000"
97898,kom,TORBA HELLO KITTY 10-5810 10-5810,"1,000","1,000"
97900,kom,ETUI ZA MOBILNI T-5796 T-5796,"2,000","2,000"
97907,kom,ETUI ZA MOBILNI T-5800 T-5800,"2,000","2,000"
97912,kom,TORBA BARBI ZA MOBILNI MB-9514,"1,000","1,000"
